0;20;20;None
1;228;228;None
2;18;18;None
3;21;21;None
4;146;146;None
5;237;237;None
6;45;45;None
7;42;42;None
8;0;0;None
9;192;192;None
10;46;46;None
11;78;78;None
12;136;136;None
13;1;1;None
14;0;0;None
15;0;0;None
16;0;0;None
17;128;128;None
18;0;0;None
19;44;44;None
20;62;62;None
21;255;255;None
22;223;223;None
23;31;31;None
24;63;63;None
25;192;192;None
26;2;2;None
27;15;15;None
28;0;0;None
29;2;2;None
30;15;15;None
31;0;0;None
32;2;2;None
33;15;15;None
34;0;0;None
35;2;2;None
36;15;15;None
37;0;0;None
38;2;2;None
39;15;15;None
40;192;192;None
41;1;1;None
42;8;8;None
43;0;0;None
44;0;0;None
45;0;0;None
46;0;0;None
47;0;0;None
48;0;0;None
49;0;0;None
50;0;0;None
51;0;0;None
52;0;0;None
53;0;0;None
54;0;0;None
55;0;0;None
56;0;0;None
57;0;0;None
58;0;0;None
59;0;0;None
60;4;4;None
61;66;66;None
62;128;128;None
63;2;2;None
64;52;52;None
65;32;32;None
66;107;107;None
67;85;85;None
68;83;83;None
69;71;71;None
70;242;242;None
71;75;75;None
72;210;210;None
73;28;28;None
74;255;255;None
75;255;255;None
76;255;255;None
77;253;253;None
78;255;255;None
79;255;255;None
80;255;255;None
81;255;255;None
82;136;136;None
83;24;24;None
84;194;194;None
85;242;242;None
86;223;223;None
87;2;2;None
88;24;24;None
89;0;0;None
90;0;0;None
91;0;0;None
92;0;0;None
93;3;3;None
94;13;13;None
95;64;64;None
96;24;24;None
97;4;4;None
98;152;152;None
99;40;40;None
100;111;111;None
101;68;68;None
102;120;120;None
103;55;55;None
104;78;78;None
105;228;228;None
106;127;127;None
107;24;24;None
108;11;11;None
109;162;162;None
110;109;109;None
111;69;69;None
112;53;53;None
113;196;196;None
114;0;0;None
115;0;0;None
116;0;0;None
117;0;0;None
118;0;0;None
119;0;0;None
120;0;0;None
121;0;0;None
122;0;0;None
123;0;0;None
124;0;0;None
125;0;0;None
126;3;3;None
127;0;0;None
128;1;1;None
129;0;0;None
130;0;0;None
131;30;30;None
132;0;0;None
133;0;0;None
134;4;4;None
135;66;66;None
136;0;0;None
137;0;0;None
138;15;15;None
139;255;255;None
140;0;0;None
141;0;0;None
142;0;0;None
143;0;0;None
144;0;0;None
145;0;0;None
146;0;0;None
147;0;0;None
148;0;0;None
149;0;0;None
150;7;7;None
151;252;252;None
152;78;78;None
153;153;153;None
154;32;32;None
155;16;16;None
156;144;144;None
157;0;0;None
158;0;0;None
159;0;0;None
160;0;0;None
161;128;128;None
162;0;0;None
163;0;0;None
164;255;255;None
165;0;0;None
166;0;0;None
167;0;0;None
168;128;128;None
169;0;0;None
170;10;10;None
171;100;100;None
172;85;85;None
173;95;95;None
174;84;84;None
175;0;0;None
176;0;0;None
177;0;0;None
178;0;0;None
179;0;0;None
180;160;160;None
181;104;104;None
182;86;86;None
183;68;68;None
184;0;0;None
185;19;19;None
186;0;0;None
187;0;0;None
188;0;0;None
189;0;0;None
190;0;0;None
191;0;0;None
192;0;0;None
193;0;0;None
194;0;0;None
195;0;0;None
196;0;0;None
197;0;0;None
198;0;0;None
199;0;0;None
200;0;0;None
201;32;32;None
202;43;43;None
203;0;0;None
204;0;0;None
205;0;0;None
206;0;0;None
207;0;0;None
208;0;0;None
209;0;0;None
210;0;0;None
211;0;0;None
212;0;0;None
213;0;0;None
214;0;0;None
215;0;0;None
216;0;0;None
217;0;0;None
218;0;0;None
219;0;0;None
220;0;0;None
221;0;0;None
222;0;0;None
223;0;0;None
224;0;0;None
225;0;0;None
226;0;0;None
227;0;0;None
228;0;0;None
229;0;0;None
230;0;0;None
231;0;0;None
232;0;0;None
233;0;0;None
234;0;0;None
235;0;0;None
236;0;0;None
237;0;0;None
238;0;0;None
239;0;0;None
240;0;0;None
241;0;0;None
242;0;0;None
243;0;0;None
244;8;8;None
245;89;89;None
246;0;0;None
247;0;0;None
248;34;34;None
249;54;54;None
250;255;255;None
251;255;255;None
252;0;0;None
253;0;0;None
254;0;0;None
255;0;0;None
